784,10,100,0.01,2,0.8389
784,10,100,0.02,2,0.8713
784,10,100,0.03,2,0.8812
784,10,100,0.04,2,0.8917
784,10,100,0.05,2,0.8965
784,10,100,0.060000000000000005,2,0.91
784,10,100,0.07,2,0.9045
784,10,100,0.08,2,0.9055
784,10,100,0.09,2,0.9016
784,10,100,0.09999999999999999,2,0.9081
784,10,200,0.01,2,0.8445
784,10,200,0.02,2,0.8941
784,10,200,0.03,2,0.8935
784,10,200,0.04,2,0.902
784,10,200,0.05,2,0.9085
784,10,200,0.060000000000000005,2,0.917
784,10,200,0.07,2,0.9169
784,10,200,0.08,2,0.9144
784,10,200,0.09,2,0.9106
784,10,200,0.09999999999999999,2,0.9098
784,10,300,0.01,2,0.8691
784,10,300,0.02,2,0.8816
784,10,300,0.03,2,0.8978
784,10,300,0.04,2,0.8892
784,10,300,0.05,2,0.8997
784,10,300,0.060000000000000005,2,0.915
784,10,300,0.07,2,0.9154
784,10,300,0.08,2,0.9213
784,10,300,0.09,2,0.9128
784,10,300,0.09999999999999999,2,0.9244
784,10,400,0.01,2,0.8713
784,10,400,0.02,2,0.8874
784,10,400,0.03,2,0.9021
784,10,400,0.04,2,0.9109
784,10,400,0.05,2,0.9034
784,10,400,0.060000000000000005,2,0.9117
784,10,400,0.07,2,0.9139
784,10,400,0.08,2,0.9263
784,10,400,0.09,2,0.9154
784,10,400,0.09999999999999999,2,0.9277
784,10,500,0.01,2,0.8617
784,10,500,0.02,2,0.8825
784,10,500,0.03,2,0.8961
784,10,500,0.04,2,0.9187
784,10,500,0.05,2,0.9131
784,10,500,0.060000000000000005,2,0.9122
784,10,500,0.07,2,0.9229
784,10,500,0.08,2,0.9176
784,10,500,0.09,2,0.9249
784,10,500,0.09999999999999999,2,0.924
784,10,600,0.01,2,0.8622
784,10,600,0.02,2,0.8858
784,10,600,0.03,2,0.9018
784,10,600,0.04,2,0.8891
784,10,600,0.05,2,0.8986
784,10,600,0.060000000000000005,2,0.9171
784,10,600,0.07,2,0.9094
784,10,600,0.08,2,0.9177
784,10,600,0.09,2,0.9206
784,10,600,0.09999999999999999,2,0.9076
784,10,700,0.01,2,0.8627
784,10,700,0.02,2,0.8834
784,10,700,0.03,2,0.8903
784,10,700,0.04,2,0.9008
784,10,700,0.05,2,0.9055
784,10,700,0.060000000000000005,2,0.9157
784,10,700,0.07,2,0.9156
784,10,700,0.08,2,0.9015
784,10,700,0.09,2,0.9212
784,10,700,0.09999999999999999,2,0.9201
784,10,800,0.01,2,0.8537
784,10,800,0.02,2,0.8744
784,10,800,0.03,2,0.9053
784,10,800,0.04,2,0.9148
784,10,800,0.05,2,0.8866
784,10,800,0.060000000000000005,2,0.9225
784,10,800,0.07,2,0.9138
784,10,800,0.08,2,0.9149
784,10,400,0.01,11,0.9227
784,10,400,0.02,11,0.9336
784,10,400,0.03,11,0.9406
784,10,400,0.04,11,0.9374
784,10,400,0.05,11,0.9457
784,10,400,0.01,11,0.9225
784,10,400,0.02,11,0.9345
784,10,400,0.03,11,0.9419
784,10,400,0.04,11,0.94
784,10,400,0.05,11,0.9322
784,10,400,0.060000000000000005,11,0.9396
784,10,400,0.07,11,0.9363
784,10,400,0.08,11,0.9405
784,10,400,0.09,11,0.9371
784,10,400,0.09999999999999999,11,0.9304
784,10,500,0.01,11,0.9199
784,10,500,0.02,11,0.9327
784,10,500,0.03,11,0.9425
784,10,500,0.04,11,0.9397
784,10,500,0.05,11,0.9323
784,10,500,0.060000000000000005,11,0.9447
784,10,500,0.07,11,0.9376
784,10,500,0.08,11,0.9391
784,10,500,0.09,11,0.9415
784,10,500,0.09999999999999999,11,0.937
784,10,600,0.01,11,0.9259
784,10,600,0.02,11,0.9338
784,10,600,0.03,11,0.9435
784,10,600,0.04,11,0.9402
784,10,600,0.05,11,0.947
784,10,600,0.060000000000000005,11,0.937
784,10,600,0.07,11,0.9406
784,10,600,0.08,11,0.9402
784,10,600,0.09,11,0.9376
784,10,600,0.09999999999999999,11,0.9378
784,10,700,0.01,11,0.9206
784,10,700,0.02,11,0.9355
784,10,700,0.03,11,0.9417
784,10,700,0.04,11,0.9427
784,10,700,0.05,11,0.9438
784,10,700,0.060000000000000005,11,0.9479
784,10,700,0.07,11,0.9399
784,10,700,0.08,11,0.9398
784,10,700,0.09,11,0.938
784,10,700,0.09999999999999999,11,0.9386
784,10,800,0.01,11,0.9154
784,10,800,0.02,11,0.9316
784,10,800,0.03,11,0.9391
784,10,800,0.04,11,0.9434
784,10,800,0.05,11,0.9424
784,10,800,0.060000000000000005,11,0.9429
784,10,800,0.07,11,0.9458
784,10,800,0.08,11,0.9355
784,10,800,0.09,11,0.9303
784,10,800,0.09999999999999999,11,0.9365
784,10,900,0.01,11,0.9204
784,10,900,0.02,11,0.9397
784,10,900,0.03,11,0.9496
784,10,900,0.04,11,0.9435
784,10,900,0.05,11,0.9447
784,10,900,0.060000000000000005,11,0.9426
784,10,900,0.07,11,0.9407
784,10,900,0.08,11,0.9439
784,10,900,0.09,11,0.9403
784,10,900,0.09999999999999999,11,0.9439
784,10,1000,0.01,11,0.9276
784,10,1000,0.02,11,0.9313
784,10,1000,0.03,11,0.9382
784,10,1000,0.04,11,0.9472
784,10,1000,0.05,11,0.938
784,10,1000,0.060000000000000005,11,0.9455
784,10,1000,0.07,11,0.9405
784,10,1000,0.08,11,0.9497
784,10,1000,0.09,11,0.9382
784,10,1000,0.09999999999999999,11,0.9376
784,10,1100,0.01,11,0.9236
784,10,1100,0.02,11,0.9291
784,10,1100,0.03,11,0.9418
784,10,1100,0.04,11,0.9398
784,10,1100,0.05,11,0.9394
784,10,1100,0.060000000000000005,11,0.943
784,10,1100,0.07,11,0.9406
784,10,1100,0.08,11,0.9394
784,10,1100,0.09,11,0.9481
784,10,1100,0.09999999999999999,11,0.9364
784,10,1200,0.01,11,0.9242
784,10,1200,0.02,11,0.9372
784,10,1200,0.03,11,0.9409
784,10,1200,0.04,11,0.9391
784,10,1200,0.05,11,0.9458
784,10,1200,0.060000000000000005,11,0.9415
784,10,1200,0.07,11,0.9412
784,10,1200,0.08,11,0.9367
784,10,1200,0.09,11,0.9351
784,10,1200,0.09999999999999999,11,0.9362
784,10,400,0.01,14,0.9303
784,10,400,0.02,14,0.9408
784,10,400,0.03,14,0.9418
784,10,400,0.04,14,0.9378
784,10,400,0.05,14,0.9383
784,10,400,0.060000000000000005,14,0.9469
784,10,400,0.07,14,0.9437
784,10,400,0.08,14,0.9428
784,10,400,0.09,14,0.9365
784,10,400,0.09999999999999999,14,0.938
784,10,500,0.01,14,0.9311
784,10,500,0.02,14,0.9393
784,10,500,0.03,14,0.9367
784,10,500,0.04,14,0.9382
784,10,500,0.05,14,0.938
784,10,500,0.060000000000000005,14,0.9398
784,10,500,0.07,14,0.9446
784,10,500,0.08,14,0.941
784,10,500,0.09,14,0.9358
784,10,400,0.01,14,0.9301
784,10,400,0.02,14,0.9393
784,10,400,0.03,14,0.942
784,10,400,0.04,14,0.9426
784,10,400,0.05,14,0.9451
784,10,400,0.060000000000000005,14,0.9449
784,10,400,0.07,14,0.941
784,10,400,0.08,14,0.94
784,10,400,0.09,14,0.9363
784,10,400,0.09999999999999999,14,0.937
784,10,500,0.01,14,0.9273
784,10,500,0.02,14,0.9383
784,10,500,0.03,14,0.9392
784,10,500,0.04,14,0.9397
784,10,500,0.05,14,0.9455
784,10,500,0.060000000000000005,14,0.9444
784,10,500,0.07,14,0.9399
784,10,500,0.08,14,0.9466
784,10,500,0.09,14,0.9404
784,10,500,0.09999999999999999,14,0.9426
784,10,600,0.01,14,0.9268
784,10,600,0.02,14,0.9354
784,10,600,0.03,14,0.9426
784,10,600,0.04,14,0.9457
784,10,600,0.05,14,0.9449
784,10,600,0.060000000000000005,14,0.9402
784,10,600,0.07,14,0.9401
784,10,600,0.08,14,0.9363
784,10,600,0.09,14,0.9358
784,10,600,0.09999999999999999,14,0.9415
784,10,700,0.01,14,0.9325
784,10,700,0.02,14,0.9411
784,10,700,0.03,14,0.9378
784,10,700,0.04,14,0.9445
784,10,700,0.05,14,0.9405
784,10,700,0.060000000000000005,14,0.944
784,10,700,0.07,14,0.941
784,10,700,0.08,14,0.9421
784,10,700,0.09,14,0.9413
784,10,700,0.09999999999999999,14,0.9407
784,10,800,0.01,14,0.9288
784,10,800,0.02,14,0.9411
784,10,800,0.03,14,0.9404
784,10,800,0.04,14,0.9379
784,10,800,0.05,14,0.9443
784,10,800,0.060000000000000005,14,0.9477
784,10,800,0.07,14,0.9457
784,10,800,0.08,14,0.9487
784,10,800,0.09,14,0.9484
784,10,800,0.09999999999999999,14,0.9446
784,10,900,0.01,14,0.9378
784,10,900,0.02,14,0.9434
784,10,900,0.03,14,0.9425
784,10,900,0.04,14,0.9385
784,10,900,0.05,14,0.946
784,10,900,0.060000000000000005,14,0.9468
784,10,900,0.07,14,0.9389
784,10,900,0.08,14,0.9456
784,10,900,0.09,14,0.9408
784,10,900,0.09999999999999999,14,0.9324
784,10,1000,0.01,14,0.9357
784,10,1000,0.02,14,0.9374
784,10,1000,0.03,14,0.94
784,10,1000,0.04,14,0.934
784,10,1000,0.05,14,0.9389
784,10,1000,0.060000000000000005,14,0.9462
784,10,1000,0.07,14,0.9436
784,10,1000,0.08,14,0.9373
784,10,1000,0.09,14,0.9482
784,10,1000,0.09999999999999999,14,0.946
784,10,1100,0.01,14,0.9265
784,10,1100,0.02,14,0.9408
784,10,1100,0.03,14,0.934
784,10,1100,0.04,14,0.9432
784,10,1100,0.05,14,0.9361
784,10,1100,0.060000000000000005,14,0.9451
784,10,1100,0.07,14,0.9395
784,10,1100,0.08,14,0.9429
784,10,1100,0.09,14,0.9373
784,10,1100,0.09999999999999999,14,0.9347
784,10,1200,0.01,14,0.9276
784,10,1200,0.02,14,0.9347
784,10,1200,0.03,14,0.944
784,10,1200,0.04,14,0.9474
784,10,1200,0.05,14,0.9437
784,10,1200,0.060000000000000005,14,0.948
784,10,1200,0.07,14,0.9329
784,10,1200,0.08,14,0.9412
784,10,1200,0.09,14,0.9397
784,10,1200,0.09999999999999999,14,0.9386
784,10,400,0.01,15,0.9278
784,10,400,0.02,15,0.9364
784,10,400,0.03,15,0.9438
784,10,400,0.04,15,0.9448
784,10,400,0.05,15,0.9397
784,10,400,0.060000000000000005,15,0.949
784,10,400,0.07,15,0.9439
784,10,400,0.08,15,0.9428
784,10,400,0.09,15,0.9414
784,10,400,0.09999999999999999,15,0.944
784,10,500,0.01,15,0.9329
784,10,500,0.02,15,0.944
784,10,500,0.03,15,0.9462
784,10,500,0.04,15,0.9462
784,10,500,0.05,15,0.9382
784,10,500,0.060000000000000005,15,0.9473
784,10,500,0.07,15,0.9421
784,10,500,0.08,15,0.9346
784,10,500,0.09,15,0.9434
784,10,500,0.09999999999999999,15,0.9315
784,10,600,0.01,15,0.9296
784,10,600,0.02,15,0.941
784,10,600,0.03,15,0.939
784,10,600,0.04,15,0.9411
784,10,600,0.05,15,0.9398
784,10,600,0.060000000000000005,15,0.9433
784,10,600,0.07,15,0.9402
784,10,600,0.08,15,0.9463
784,10,600,0.09,15,0.9492
784,10,600,0.09999999999999999,15,0.9462
784,10,700,0.01,15,0.928
784,10,400,0.01,18,0.9359
784,10,400,0.02,18,0.9466
784,10,400,0.03,18,0.9458
784,10,400,0.04,18,0.9426
784,10,400,0.05,18,0.9416
784,10,400,0.060000000000000005,18,0.9384
784,10,400,0.07,18,0.9403
784,10,400,0.08,18,0.9344
784,10,400,0.09,18,0.9352
784,10,400,0.09999999999999999,18,0.9471
784,10,500,0.01,18,0.9295
784,10,500,0.02,18,0.9364
784,10,500,0.03,18,0.9445
784,10,500,0.04,18,0.943
784,10,500,0.05,18,0.9404
784,10,500,0.060000000000000005,18,0.9412
784,10,500,0.07,18,0.9355
784,10,500,0.08,18,0.9385
784,10,500,0.09,18,0.9442
784,10,500,0.09999999999999999,18,0.9388
784,10,600,0.01,18,0.9357
784,10,600,0.02,18,0.9433
784,10,600,0.03,18,0.9433
784,10,600,0.04,18,0.9424
784,10,600,0.05,18,0.9477
784,10,600,0.060000000000000005,18,0.9504
784,10,600,0.07,18,0.9433
784,10,600,0.08,18,0.9354
784,10,600,0.09,18,0.9431
784,10,600,0.09999999999999999,18,0.9427
784,10,700,0.01,18,0.9315
784,10,700,0.02,18,0.9398
784,10,700,0.03,18,0.9456
784,10,700,0.04,18,0.9416
784,10,700,0.05,18,0.9395
784,10,700,0.060000000000000005,18,0.9359
784,10,700,0.07,18,0.9407
784,10,700,0.08,18,0.9375
784,10,700,0.09,18,0.9422
784,10,700,0.09999999999999999,18,0.9312
784,10,800,0.01,18,0.9349
784,10,800,0.02,18,0.9438
784,10,800,0.03,18,0.943
784,10,800,0.04,18,0.9439
784,10,800,0.05,18,0.9472
784,10,800,0.060000000000000005,18,0.9462
784,10,800,0.07,18,0.9432
784,10,800,0.08,18,0.9529
784,10,800,0.09,18,0.9356
784,10,800,0.09999999999999999,18,0.9398
784,10,900,0.01,18,0.9328
784,10,900,0.02,18,0.9446
784,10,900,0.03,18,0.9449
784,10,900,0.04,18,0.9505
784,10,900,0.05,18,0.9396
784,10,900,0.060000000000000005,18,0.9446
784,10,900,0.07,18,0.9423
784,10,900,0.08,18,0.9427
784,10,900,0.09,18,0.9411
784,10,900,0.09999999999999999,18,0.9416
784,10,1000,0.01,18,0.9342
784,10,1000,0.02,18,0.9447
784,10,1000,0.03,18,0.9504
784,10,1000,0.04,18,0.945
784,10,1000,0.05,18,0.9425
784,10,1000,0.060000000000000005,18,0.9428
784,10,1000,0.07,18,0.9443
784,10,1000,0.08,18,0.943
784,10,1000,0.09,18,0.9474
784,10,1000,0.09999999999999999,18,0.9407
784,10,1100,0.01,18,0.9365
784,10,1100,0.02,18,0.946
784,10,1100,0.03,18,0.9469
784,10,1100,0.04,18,0.9436
784,10,1100,0.05,18,0.9433
784,10,1100,0.060000000000000005,18,0.9357
784,10,1100,0.07,18,0.9453
784,10,1100,0.08,18,0.945
784,10,1100,0.09,18,0.9431
784,10,1100,0.09999999999999999,18,0.9464
784,10,1200,0.01,18,0.9339
784,10,1200,0.02,18,0.9443
784,10,1200,0.03,18,0.941
784,10,1200,0.04,18,0.9421
784,10,1200,0.05,18,0.9429
784,10,1200,0.060000000000000005,18,0.9494
784,10,1200,0.07,18,0.9447
784,10,1200,0.08,18,0.9415
784,10,1200,0.09,18,0.9373
784,10,300,0.01,21,0.9364
784,10,300,0.02,21,0.9418
784,10,300,0.03,21,0.9474
784,10,300,0.04,21,0.9413
784,10,300,0.05,21,0.9459
784,10,300,0.060000000000000005,21,0.9304
784,10,300,0.07,21,0.937
784,10,300,0.08,21,0.9427
784,10,300,0.09,21,0.939
784,10,300,0.09999999999999999,21,0.9413
784,10,400,0.01,21,0.9324
784,10,400,0.02,21,0.9444
784,10,400,0.03,21,0.9387
784,10,400,0.04,21,0.941
784,10,400,0.05,21,0.9443
784,10,400,0.060000000000000005,21,0.9458
784,10,400,0.07,21,0.9458
784,10,400,0.08,21,0.9431
784,10,400,0.09,21,0.9423
784,10,400,0.09999999999999999,21,0.9395
784,10,500,0.01,21,0.9356
784,10,500,0.02,21,0.9419
784,10,500,0.03,21,0.946
784,10,500,0.04,21,0.9415
784,10,500,0.05,21,0.9429
784,10,500,0.060000000000000005,21,0.9397
784,10,500,0.07,21,0.9452
784,10,500,0.08,21,0.9362
784,10,500,0.09,21,0.9416
784,10,500,0.09999999999999999,21,0.9268
784,10,600,0.01,21,0.9386
784,10,600,0.02,21,0.947
784,10,600,0.03,21,0.9452
784,10,600,0.04,21,0.9423
784,10,600,0.05,21,0.9459
784,10,600,0.060000000000000005,21,0.9353
784,10,600,0.07,21,0.9464
784,10,600,0.08,21,0.9391
784,10,600,0.09,21,0.9391
784,10,600,0.09999999999999999,21,0.9437
784,10,700,0.01,21,0.9385
784,10,700,0.02,21,0.9391
784,10,700,0.03,21,0.9425
784,10,700,0.04,21,0.9406
784,10,700,0.05,21,0.9428
784,10,700,0.060000000000000005,21,0.9446
784,10,700,0.07,21,0.9396
784,10,700,0.08,21,0.9436
784,10,700,0.09,21,0.9373
784,10,700,0.09999999999999999,21,0.9433
784,10,800,0.01,21,0.9379
784,10,800,0.02,21,0.9428
784,10,800,0.03,21,0.9477
784,10,800,0.04,21,0.9448
784,10,800,0.05,21,0.9478
784,10,800,0.060000000000000005,21,0.9461
784,10,800,0.07,21,0.9415
784,10,800,0.08,21,0.9472
784,10,800,0.09,21,0.9458
784,10,800,0.09999999999999999,21,0.9471
784,10,900,0.01,21,0.937
784,10,900,0.02,21,0.9412
784,10,900,0.03,21,0.9513
784,10,900,0.04,21,0.9443
784,10,900,0.05,21,0.9464
784,10,900,0.060000000000000005,21,0.9455
784,10,900,0.07,21,0.9452
784,10,900,0.08,21,0.9355
784,10,900,0.09,21,0.9413
784,10,900,0.09999999999999999,21,0.941
784,10,1000,0.01,21,0.9396
784,10,1000,0.02,21,0.942
784,10,1000,0.03,21,0.9461
784,10,1000,0.04,21,0.9486
784,10,1000,0.05,21,0.9469
784,10,1000,0.060000000000000005,21,0.9462
784,10,1000,0.07,21,0.9451
784,10,1000,0.08,21,0.9459
784,10,1000,0.09,21,0.9402
784,10,1000,0.09999999999999999,21,0.9448
784,10,1100,0.01,21,0.9388
784,10,1100,0.02,21,0.9422
784,10,1100,0.03,21,0.9492
784,10,1100,0.04,21,0.9456
784,10,1100,0.05,21,0.9437
784,10,1100,0.060000000000000005,21,0.9438
784,10,1100,0.07,21,0.9429
784,10,1100,0.08,21,0.9451
784,10,300,0.01,25,0.9379
784,10,300,0.02,25,0.941
784,10,300,0.03,25,0.9419
784,10,300,0.04,25,0.9446
784,10,300,0.05,25,0.9448
784,10,300,0.060000000000000005,25,0.9421
784,10,300,0.07,25,0.9366
784,10,300,0.08,25,0.9416
784,10,300,0.09,25,0.9404
784,10,300,0.09999999999999999,25,0.927
784,10,400,0.01,25,0.9383
784,10,400,0.02,25,0.9439
784,10,400,0.03,25,0.9394
784,10,400,0.04,25,0.9416
784,10,400,0.05,25,0.9428
784,10,400,0.060000000000000005,25,0.9406
784,10,400,0.07,25,0.9368
784,10,400,0.08,25,0.9435
784,10,400,0.09,25,0.9405
784,10,400,0.09999999999999999,25,0.9336
784,10,500,0.01,25,0.9385
784,10,500,0.02,25,0.9441
784,10,500,0.03,25,0.9451
784,10,500,0.04,25,0.9483
784,10,500,0.05,25,0.9383
784,10,500,0.060000000000000005,25,0.9356
784,10,500,0.07,25,0.9407
784,10,500,0.08,25,0.9481
784,10,500,0.09,25,0.9407
784,10,500,0.09999999999999999,25,0.936
784,10,600,0.01,25,0.9372
784,10,600,0.02,25,0.943
784,10,600,0.03,25,0.9479
784,10,600,0.04,25,0.9478
784,10,600,0.05,25,0.9435
784,10,600,0.060000000000000005,25,0.948
784,10,600,0.07,25,0.9346
784,10,600,0.08,25,0.9336
784,10,600,0.09,25,0.9468
784,10,600,0.09999999999999999,25,0.9335
784,10,700,0.01,25,0.9425
784,10,700,0.02,25,0.9457
784,10,700,0.03,25,0.9443
784,10,700,0.04,25,0.9464
784,10,700,0.05,25,0.9463
784,10,700,0.060000000000000005,25,0.944
784,10,700,0.07,25,0.9433
784,10,700,0.08,25,0.9421
784,10,700,0.09,25,0.9437
784,10,700,0.09999999999999999,25,0.9335
784,10,800,0.01,25,0.9371
784,10,800,0.02,25,0.9464
784,10,800,0.03,25,0.9471
784,10,800,0.04,25,0.9456
784,10,800,0.05,25,0.9466
784,10,800,0.060000000000000005,25,0.9422
784,10,800,0.07,25,0.9413
784,10,800,0.08,25,0.9389
784,10,800,0.09,25,0.9356
784,10,800,0.09999999999999999,25,0.9415
784,10,900,0.01,25,0.9401
784,10,900,0.02,25,0.9435
784,10,900,0.03,25,0.9469
784,10,900,0.04,25,0.9502
784,10,900,0.05,25,0.9407
784,10,900,0.060000000000000005,25,0.9469
784,10,900,0.07,25,0.9389
784,10,900,0.08,25,0.9424
784,10,900,0.09,25,0.9404
784,10,900,0.09999999999999999,25,0.9376
784,10,1000,0.01,25,0.9366
784,10,1000,0.02,25,0.9459
784,10,1000,0.03,25,0.9444
784,10,1000,0.04,25,0.9425
784,10,1000,0.05,25,0.9425
784,10,1000,0.060000000000000005,25,0.9476
784,10,1000,0.07,25,0.9469
784,10,1000,0.08,25,0.943
784,10,1000,0.09,25,0.949
784,10,1000,0.09999999999999999,25,0.9437
784,10,1100,0.01,25,0.9388
784,10,1100,0.02,25,0.9481
784,10,300,0.01,19,0.9358
784,10,300,0.02,19,0.9381
784,10,300,0.03,19,0.9407
784,10,300,0.04,19,0.9446
784,10,300,0.05,19,0.9335
784,10,300,0.060000000000000005,19,0.9433
784,10,300,0.07,19,0.9411
784,10,300,0.08,19,0.9432
784,10,300,0.09,19,0.9432
784,10,300,0.09999999999999999,19,0.9368
784,10,400,0.01,19,0.9342
784,10,400,0.02,19,0.9394
784,10,400,0.03,19,0.9477
784,10,400,0.04,19,0.9399
784,10,400,0.05,19,0.9433
784,10,400,0.060000000000000005,19,0.9429
784,10,400,0.07,19,0.9428
784,10,400,0.08,19,0.9449
784,10,400,0.09,19,0.9355
784,10,400,0.09999999999999999,19,0.937
784,10,500,0.01,19,0.9363
784,10,500,0.02,19,0.9412
784,10,500,0.03,19,0.941
784,10,500,0.04,19,0.9413
784,10,500,0.05,19,0.9464
784,10,500,0.060000000000000005,19,0.9431
784,10,500,0.07,19,0.9408
784,10,500,0.08,19,0.9339
784,10,500,0.09,19,0.9483
784,10,500,0.09999999999999999,19,0.9361
784,10,600,0.01,19,0.9324
784,10,600,0.02,19,0.9465
784,10,600,0.03,19,0.9438
784,10,600,0.04,19,0.9507
784,10,600,0.05,19,0.9402
784,10,600,0.060000000000000005,19,0.9367
784,10,600,0.07,19,0.94
784,10,600,0.08,19,0.9371
784,10,600,0.09,19,0.9358
784,10,600,0.09999999999999999,19,0.9434
784,10,700,0.01,19,0.9382
784,10,700,0.02,19,0.9401
784,10,700,0.03,19,0.9435
784,10,700,0.04,19,0.9481
784,10,700,0.05,19,0.9453
784,10,700,0.060000000000000005,19,0.9372
784,10,700,0.07,19,0.9396
784,10,700,0.08,19,0.9489
784,10,700,0.09,19,0.9466
784,10,700,0.09999999999999999,19,0.9464
784,10,800,0.01,19,0.9334
784,10,800,0.02,19,0.9409
784,10,800,0.03,19,0.9425
784,10,800,0.04,19,0.9415
784,10,800,0.05,19,0.9502
784,10,800,0.060000000000000005,19,0.9381
784,10,800,0.07,19,0.9404
784,10,800,0.08,19,0.9405
784,10,800,0.09,19,0.9484
784,10,800,0.09999999999999999,19,0.9415
784,10,900,0.01,19,0.9442
784,10,900,0.02,19,0.9435
784,10,900,0.03,19,0.9422
784,10,900,0.04,19,0.9456
784,10,900,0.05,19,0.9477
784,10,900,0.060000000000000005,19,0.9433
784,10,900,0.07,19,0.9418
784,10,900,0.08,19,0.9418
784,10,900,0.09,19,0.9387
784,10,900,0.09999999999999999,19,0.9473
784,10,1000,0.01,19,0.9354
784,10,900,0.05,23,0.9475
784,10,800,0.08,18,0.9409
784,10,800,0.08,1,0.9015
784,10,800,0.08,1,0.9012
